grupo,n,media_temperatura,media_humedad,sd_temperatura,sd_humedad,correlacion
Baja_Q1,1075,16.80474418604651,61.229674418604645,3.6519306652062933,16.149413033537474,-0.8591716713186924
Alta_Q3,1760,12.887784090909092,75.46607954545453,3.7553363477432193,14.165062131519335,-0.7921704686740468
