,Temperatura,Humedad,Shannon_Index
Temperatura,16.227715201019585,-55.22083177403952,-0.9350580241646045
Humedad,-55.22083177403952,261.0560238070793,3.4065351443301894
Shannon_Index,-0.9350580241646045,3.4065351443301894,0.438919079009788
