,count,mean,std,min,25%,50%,75%,max
Temperatura,6178.0,14.64786338620913,4.028363836723241,3.2,11.6,14.5,17.8,26.7
Humedad,6178.0,69.00584331498867,16.157228221668447,12.0,56.0,72.0,84.0,100.0
Shannon_Index,6178.0,2.1122917199090026,0.6625096822007871,-0.0,1.7143328169663297,2.2140766695216625,2.6032029609840435,3.5868617270726575
