n,r_squared,adj_r_squared,aic,bic,f_stat,f_p_value,breusch_pagan_lm,breusch_pagan_lm_p_value,breusch_pagan_f,breusch_pagan_f_p_value,shapiro_w,shapiro_p_value_sample_max_5000,durbin_watson,residual_mean,residual_std,residual_skew,residual_kurtosis_excess
5298,0.28525503640582417,0.28376767458222674,7835.748846640888,7914.649862678872,191.7859070201834,0.0,91.36111062344821,9.017096975590707e-15,8.432151214078072,6.671944025823209e-15,0.9717760374276925,2.643187697934803e-30,1.2019724600135044,-3.084651363246943e-17,0.505802749625385,-0.7688598868426898,1.5239763268933686
