,Shannon_Index,Shannon_Index,Shannon_Index,Shannon_Index,Shannon_Index,Shannon_Index,Indice_Contaminacion_Z,Indice_Contaminacion_Z,Indice_Contaminacion_Z,Indice_Contaminacion_Z,Indice_Contaminacion_Z,Indice_Contaminacion_Z
,count,mean,median,std,min,max,count,mean,median,std,min,max
Contaminacion_Grupo,,,,,,,,,,,,
Alta_Q3,1545,2.059187898731572,2.1521421178799782,0.6729365801414016,-0.0,3.4926830413842787,1545,0.8914436211164432,0.7325088731965053,0.511312385773812,0.3508123915238005,3.6550035853984455
Baja_Q1,1546,2.0993899131338685,2.189257846058478,0.6453437085836015,-0.0,3.488339782858551,1546,-0.6741026030468112,-0.6525763989532669,0.127010977569653,-1.0839627420342952,-0.4831841260555854
