n,r_squared,adj_r_squared,aic,bic,f_stat,f_p_value,breusch_pagan_lm,breusch_pagan_lm_p_value,breusch_pagan_f,breusch_pagan_f_p_value,shapiro_w,shapiro_p_value_sample_max_5000,durbin_watson,residual_mean,residual_std,residual_skew,residual_kurtosis_excess
5298,0.2894368595218989,0.2878234711234623,7806.660322863297,7892.136423571113,179.39688905806895,0.0,92.69489666171089,1.4821049774820763e-14,7.842840447254525,1.0936946413493259e-14,0.9720543551232599,3.560133038931197e-30,1.213191220693069,3.352881916572764e-17,0.5043209059693848,-0.7652585548906837,1.5427620717467683
